1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
UserData_20,Frame ID£º0x01,FC_ACC_X,FC_ACC_Y,FC_ACC_Z,FC_GYR_X,FC_GYR_Y,FC_GYR_Z,FC_STA_Shock,Frame ID£º0x02,FC_MAG_X,FC_MAG_Y,FC_MAG_Z,FC_ALT_BAR,FC_SenserTMP,FC_STA_BAR,FC_STA_MAG,Frame ID£º0x03,FC_ATT_ROL,FC_ATT_PIT,
0,0,137,-96,-1885,-16,35,-6,132,0,0,0,0,0,0,0,0,0,0,0,
0,0,138,-96,-1883,-17,34,-6,133,0,0,0,0,0,0,0,0,0,0,0,
0,0,136,-95,-1880,-16,34,-4,138,0,0,0,0,0,0,0,0,0,0,0,
0,0,130,-101,-1889,-14,33,-6,116,0,0,0,0,0,0,0,0,0,0,0,
0,0,135,-102,-1883,-15,34,-4,128,0,0,0,0,0,0,0,0,0,0,0,
0,0,143,-98,-1890,-16,34,-6,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,133,-99,-1893,-16,35,-4,119,0,0,0,0,0,0,0,0,0,0,0,
0,0,137,-96,-1893,-17,33,-3,124,0,0,0,0,0,0,0,0,0,0,0,
0,0,134,-98,-1890,-16,33,-6,120,0,0,0,0,0,0,0,0,0,0,0,
0,0,141,-93,-1896,-16,33,-6,126,0,0,0,0,0,0,0,0,0,0,0,
0,0,136,-96,-1898,-16,34,-6,117,0,0,0,0,0,0,0,0,0,0,0,
0,0,138,-94,-1884,-16,35,-6,136,0,0,0,0,0,0,0,0,0,0,0,
0,0,141,-104,-1889,-16,33,-4,124,0,0,0,0,0,0,0,0,0,0,0,
0,0,141,-103,-1889,-17,33,-4,124,0,0,0,0,0,0,0,0,0,0,0,
0,0,148,-99,-1881,-16,33,-4,144,0,0,0,0,0,0,0,0,0,0,0,
0,0,138,-91,-1886,-16,33,-4,137,0,0,0,0,0,0,0,0,0,0,0,
0,0,130,-97,-1879,-15,32,-4,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,142,-101,-1886,-15,33,-4,132,0,0,0,0,0,0,0,0,0,0,0,
0,0,140,-95,-1890,-15,33,-4,132,0,0,0,0,0,0,0,0,0,0,0,
0,0,134,-93,-1888,-17,33,-4,128,0,0,0,0,0,0,0,0,0,0,0,
0,0,142,-95,-1901,-16,34,-4,123,0,0,0,0,0,0,0,0,0,0,0,
0,0,132,-97,-1893,-17,33,-4,117,0,0,0,0,0,0,0,0,0,0,0,
0,0,139,-107,-1887,-16,34,-4,122,0,0,0,0,0,0,0,0,0,0,0,
0,0,131,-105,-1883,-16,34,-4,120,0,0,0,0,0,0,0,0,0,0,0,
0,0,138,-100,-1888,-16,34,-6,125,0,0,0,0,0,0,0,0,0,0,0,
0,0,139,-97,-1890,-17,31,-6,123,0,0,0,0,0,0,0,0,0,0,0,
0,0,135,-94,-1891,-16,31,-6,122,0,0,0,0,0,0,0,0,0,0,0,
0,0,132,-100,-1886,-16,32,-4,121,0,0,0,0,0,0,0,0,0,0,0,
0,0,136,-96,-1887,-17,33,-4,128,0,0,0,0,0,0,0,0,0,0,0,
0,0,142,-101,-1895,-17,33,-4,121,0,0,0,0,0,0,0,0,0,0,0,
0,0,143,-96,-1876,-17,33,-6,144,0,0,0,0,0,0,0,0,0,0,0,
0,0,140,-95,-1893,-15,33,-4,129,0,0,0,0,0,0,0,0,0,0,0,
0,0,143,-95,-1887,-17,33,-4,136,0,0,0,0,0,0,0,0,0,0,0,
0,0,136,-94,-1889,-18,32,-4,126,0,0,0,0,0,0,0,0,0,0,0,
0,0,135,-101,-1881,-16,33,-6,127,0,0,0,0,0,0,0,0,0,0,0,
0,0,134,-96,-1888,-15,33,-4,127,0,0,0,0,0,0,0,0,0,0,0,
0,0,131,-96,-1883,-16,32,-6,125,0,0,0,0,0,0,0,0,0,0,0,
0,0,136,-97,-1883,-16,33,-6,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,136,-98,-1891,-16,32,-4,122,0,0,0,0,0,0,0,0,0,0,0,
0,0,132,-99,-1887,-17,33,-4,121,0,0,0,0,0,0,0,0,0,0,0,
